Gender,Senior_Citizen,Partner,Dependents,Tenure_Months,Phone_Service,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Contract,Paperless_Billing,Payment_Method,Monthly_Charges,Total_Charges,Churn_Label
6313-GIDIT,1,United States,California,Point Arena,95468,"38.911299, -123.609588",38.911299,-123.60958799999999,Male,Yes,No,No,53,No,No phone service,DSL,No,Yes,Yes
2845-AFFTX,1,United States,California,Westport,95488,"39.724433, -123.767578",39.724433000000005,-123.767578,Male,Yes,Yes,No,41,Yes,Yes,Fiber optic,No,No,Yes
2249-YPRNG,1,United States,California,The Sea Ranch,95497,"38.696659, -123.436861",38.696659000000004,-123.43686100000001,Female,No,Yes,No,20,Yes,Yes,Fiber optic,No,Yes,Yes
7410-YTJIK,1,United States,California,Eureka,95501,"40.796621, -124.15428",40.796621,-124.15428,Female,No,No,No,7,Yes,Yes,Fiber optic,No,No,No
4626-GYCZP,1,United States,California,Eureka,95503,"40.737431, -124.108897",40.737431,-124.108897,Male,No,No,No,7,Yes,Yes,Fiber optic,No,No,No
5590-BYNII,1,United States,California,Bayside,95524,"40.825486, -124.049485",40.825486,-124.049485,Male,No,No,No,22,Yes,Yes,Fiber optic,Yes,No,No
3237-AJGEH,1,United States,California,Bridgeville,95526,"40.372532, -123.525626",40.372532,-123.525626,Female,No,Yes,Yes,3,No,No phone service,DSL,No,No,No
1591-NFNLQ,1,United States,California,Crescent City,95531,"41.701223, -124.003393",41.701223,-124.00339299999999,Male,No,No,No,51,Yes,Yes,Fiber optic,No,No,Yes
2815-CPTUL,1,United States,California,Gasquet,95543,"41.867908, -123.794144",41.867908,-123.79414399999999,Male,Yes,No,No,5,Yes,No,Fiber optic,No,No,No
0596-BQCEQ,1,United States,California,Hydesville,95547,"40.557314, -124.081662",40.557314,-124.08166200000001,Female,No,Yes,No,62,Yes,No,Fiber optic,No,Yes,Yes
1481-ZUWZA,1,United States,California,Klamath,95548,"41.572813, -124.035011",41.572813000000004,-124.03501100000001,Male,No,No,No,28,Yes,Yes,Fiber optic,Yes,Yes,No
2309-OSFEU,1,United States,California,Smith River,95567,"41.950683, -124.097094",41.950683000000005,-124.097094,Male,No,No,No,10,No,No phone service,DSL,No,No,No
1891-FZYSA,1,United States,California,Piercy,95587,"39.955587, -123.681175",39.955587,-123.681175,Male,Yes,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,No
7613-LLQFO,1,United States,California,Amador City,95601,"38.431407, -120.8421",38.431407,-120.8421,Male,No,No,No,12,Yes,Yes,Fiber optic,No,No,No
2640-PMGFL,1,United States,California,West Sacramento,95605,"38.592745, -121.540036",38.592745,-121.54003600000001,Male,No,No,No,27,Yes,Yes,Fiber optic,No,No,No
3801-HMYNL,1,United States,California,Brooks,95606,"38.809804, -122.241383",38.809804,-122.24138300000001,Male,No,Yes,No,1,Yes,No,Fiber optic,No,No,No
9685-WKZGT,1,United States,California,Carmichael,95608,"38.626128, -121.328011",38.626128,-121.328011,Male,Yes,No,No,14,Yes,Yes,Fiber optic,No,No,No
6022-UGGSO,1,United States,California,Citrus Heights,95610,"38.69508, -121.271616",38.69508,-121.271616,Female,Yes,No,No,32,Yes,No,Fiber optic,No,Yes,No
4484-CGXFK,1,United States,California,El Dorado,95623,"38.63153, -120.842609",38.63153,-120.84260900000001,Female,No,No,No,3,Yes,No,DSL,No,No,No
6214-EDAKZ,1,United States,California,Elverta,95626,"38.734997, -121.463719",38.734997,-121.463719,Female,No,Yes,Yes,22,Yes,No,DSL,No,Yes,No
6127-ISGTU,1,United States,California,Garden Valley,95633,"38.852544, -120.837669",38.852544,-120.83766899999999,Female,No,Yes,No,16,Yes,Yes,Fiber optic,No,No,No
8740-XLHDR,1,United States,California,Greenwood,95635,"38.921333, -120.897718",38.921333000000004,-120.897718,Male,No,No,No,5,No,No phone service,DSL,Yes,Yes,Yes
1208-DNHLN,1,United States,California,Grizzly Flats,95636,"38.636102, -120.522149",38.636102,-120.522149,Male,No,Yes,No,23,Yes,Yes,DSL,No,No,No
1761-AEZZR,1,United States,California,Guinda,95637,"38.830739, -122.196202",38.830739,-122.196202,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No
3923-CSIHK,1,United States,California,Herald,95638,"38.313447, -121.123886",38.313447,-121.12388600000001,Female,Yes,Yes,No,50,Yes,No,Fiber optic,No,No,No
7120-RFMVS,1,United States,California,Isleton,95641,"38.154823, -121.601358",38.154823,-121.601358,Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,No
7317-GGVPB,1,United States,California,Lotus,95651,"38.815515, -120.916997",38.815515000000005,-120.916997,Male,No,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes
1322-AGOQM,1,United States,California,Mather,95655,"38.549822, -121.266725",38.549822,-121.266725,Male,No,No,No,46,No,No phone service,DSL,No,Yes,No
3677-IYRBF,1,United States,California,Newcastle,95658,"38.883224, -121.15918",38.883224,-121.15918,Female,Yes,No,No,2,No,No phone service,DSL,No,No,Yes
5692-FPTAH,1,United States,California,Nicolaus,95659,"38.788898, -121.608624",38.788897999999996,-121.608624,Female,No,No,No,1,Yes,No,DSL,No,No,No
1550-LOAHA,1,United States,California,Orangevale,95662,"38.689174, -121.218435",38.689174,-121.21843500000001,Female,No,Yes,No,32,Yes,No,Fiber optic,No,Yes,No
0268-QKIWO,1,United States,California,Pilot Hill,95664,"38.803731, -121.043799",38.803731,-121.04379899999999,Female,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service
0876-WDUUZ,1,United States,California,Pine Grove,95665,"38.400264, -120.641274",38.400264,-120.641274,Female,No,No,No,5,Yes,No,Fiber optic,No,No,No
0617-FHSGK,1,United States,California,Rancho Cordova,95670,"38.602723, -121.279913",38.602723,-121.279913,Male,No,No,No,49,Yes,Yes,Fiber optic,No,No,No
2858-MOFSQ,1,United States,California,Rio Oso,95674,"38.954144, -121.482536",38.954144,-121.48253600000001,Female,No,No,No,17,Yes,Yes,DSL,No,No,Yes
8118-LSUEL,1,United States,California,Roseville,95678,"38.759751, -121.288545",38.759751,-121.288545,Male,Yes,No,No,23,Yes,Yes,Fiber optic,No,Yes,Yes
7005-CCBKV,1,United States,California,Thornton,95686,"38.157794, -121.520223",38.157794,-121.520223,Male,No,No,No,6,Yes,No,Fiber optic,No,Yes,No
4250-FDVOU,1,United States,California,Woodland,95695,"38.71967, -121.862416",38.71967,-121.862416,Female,No,No,No,6,Yes,No,DSL,Yes,Yes,No
5277-ZLOOR,1,United States,California,Applegate,95703,"38.983388, -120.988814",38.983388,-120.98881399999999,Female,Yes,No,No,2,Yes,Yes,Fiber optic,No,No,No
2141-RRYGO,1,United States,California,Camino,95709,"38.748316, -120.675512",38.748315999999996,-120.67551200000001,Female,No,No,No,4,Yes,No,DSL,No,Yes,No
6376-GAHQE,1,United States,California,Dutch Flat,95714,"39.197215, -120.83679",39.197215,-120.83679,Male,No,No,No,4,Yes,No,Fiber optic,No,No,No
5052-PNLOS,1,United States,California,Echo Lake,95721,"38.851842, -120.076204",38.851842,-120.076204,Male,No,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes
6979-ZNSFF,1,United States,California,Pollock Pines,95726,"38.733908, -120.453416",38.733908,-120.45341599999999,Female,No,No,No,8,Yes,Yes,Fiber optic,No,No,No
2386-LAHRK,1,United States,California,Weimar,95736,"39.00978, -120.978273",39.00978,-120.978273,Male,No,No,No,1,Yes,No,DSL,No,No,No
6032-IGALN,1,United States,California,Granite Bay,95746,"38.749466, -121.184196",38.749466,-121.184196,Female,No,No,No,1,No,No phone service,DSL,No,No,No
4248-HCETZ,1,United States,California,Sacramento,95814,"38.584505, -121.491956",38.584505,-121.491956,Male,Yes,Yes,No,30,Yes,No,Fiber optic,No,Yes,Yes
0516-WJVXC,1,United States,California,Sacramento,95818,"38.556306, -121.495817",38.556306,-121.49581699999999,Female,No,No,No,5,Yes,No,DSL,Yes,No,No
9174-FKWZE,1,United States,California,Sacramento,95819,"38.567594, -121.437507",38.567594,-121.43750700000001,Female,Yes,No,No,1,Yes,No,No,No internet service,No internet service,No internet service
8809-RIHDD,1,United States,California,Sacramento,95827,"38.549185, -121.328386",38.549184999999994,-121.32838600000001,Male,No,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes
4822-NGOCH,1,United States,California,Sacramento,95831,"38.494832, -121.529447",38.494832,-121.52944699999999,Female,No,No,No,13,Yes,Yes,Fiber optic,No,Yes,Yes
5307-DZCVC,1,United States,California,Sacramento,95835,"38.685069, -121.543709",38.685069,-121.543709,Female,Yes,Yes,No,32,Yes,Yes,Fiber optic,No,No,No
8679-JOEVF,1,United States,California,Sacramento,95838,"38.646096, -121.442433",38.646096,-121.44243300000001,Female,Yes,No,No,16,Yes,No,DSL,No,No,No
1432-FPAXX,1,United States,California,Beale Afb,95903,"39.125311, -121.392283",39.125310999999996,-121.392283,Female,No,No,No,29,No,No phone service,DSL,No,Yes,No
4803-AXVYP,1,United States,California,Butte City,95920,"39.449794, -121.936372",39.449794,-121.93637199999999,Female,Yes,No,No,38,Yes,Yes,Fiber optic,No,No,No
3884-HCSWG,1,United States,California,Camptonville,95922,"39.432127, -121.099287",39.432127,-121.09928700000002,Female,No,No,No,17,Yes,No,Fiber optic,No,No,No
5077-DXTCG,1,United States,California,Challenge,95925,"39.461768, -121.195825",39.461768,-121.195825,Female,No,No,No,1,Yes,No,DSL,No,No,No
1142-WACZW,1,United States,California,Chico,95926,"39.745712, -121.84333",39.745712,-121.84333000000001,Male,No,No,No,2,No,No phone service,DSL,No,No,No
5649-ANRML,1,United States,California,Clipper Mills,95930,"39.562239, -121.14836",39.562239,-121.14836000000001,Male,Yes,No,No,2,Yes,No,Fiber optic,No,Yes,Yes
4892-VLANZ,1,United States,California,Colusa,95932,"39.273096, -122.050763",39.273096,-122.05076299999999,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service
2919-HBCJO,1,United States,California,Downieville,95936,"39.578792, -120.780786",39.578792,-120.780786,Female,No,No,No,4,Yes,No,Fiber optic,No,Yes,No
4236-XPXAV,1,United States,California,Dunnigan,95937,"38.931425, -121.946081",38.931425,-121.946081,Female,No,Yes,No,5,Yes,No,Fiber optic,No,Yes,No
3030-YZADT,1,United States,California,Grass Valley,95949,"39.099204, -121.137962",39.099204,-121.13796200000002,Male,No,No,No,9,Yes,No,DSL,No,No,No
7410-KTVFV,1,United States,California,Grimes,95950,"39.033058, -121.895718",39.033058000000004,-121.89571799999999,Male,No,Yes,No,18,Yes,No,DSL,No,No,Yes
8393-DLHGA,1,United States,California,Palermo,95968,"39.435756, -121.552071",39.435756,-121.552071,Male,No,No,No,25,Yes,No,Fiber optic,No,Yes,No
7395-IGJOS,1,United States,California,Quincy,95971,"39.971228, -121.041166",39.971228,-121.04116599999999,Male,Yes,Yes,No,17,Yes,No,Fiber optic,No,No,No
2834-SPCJV,1,United States,California,Rough And Ready,95975,"39.225634, -121.156163",39.225634,-121.15616299999999,Male,No,Yes,No,52,Yes,No,Fiber optic,Yes,No,No
7890-VYYWG,1,United States,California,Sutter,95982,"39.172777, -121.805845",39.172777,-121.80584499999999,Male,Yes,Yes,No,3,No,No phone service,DSL,No,No,No
9907-SWKKF,1,United States,California,Twain,95984,"40.022184, -121.062384",40.022184,-121.06238400000001,Female,Yes,No,No,1,No,No phone service,DSL,No,No,No
0587-DMGBH,1,United States,California,Willows,95988,"39.493991, -122.286363",39.493990999999994,-122.286363,Female,No,No,No,8,Yes,No,DSL,Yes,No,No
6397-JNZZG,1,United States,California,Adin,96006,"41.171578, -120.913161",41.171578000000004,-120.91316100000002,Female,Yes,Yes,No,43,No,No phone service,DSL,No,Yes,Yes
3523-QRQLL,1,United States,California,Bieber,96009,"41.083464, -121.107929",41.083464,-121.107929,Female,No,Yes,No,22,Yes,No,DSL,No,Yes,No
0895-DQHEW,1,United States,California,Burney,96013,"40.946785, -121.719489",40.946785,-121.719489,Male,No,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,Yes
8149-RSOUN,1,United States,California,Dorris,96023,"41.949216, -122.050062",41.949216,-122.05006200000001,Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No
7250-EQKIY,1,United States,California,Fort Jones,96032,"41.5837, -122.935922",41.5837,-122.93592199999999,Female,No,Yes,Yes,1,Yes,No,DSL,No,No,Yes
4013-UBXWQ,1,United States,California,Hayfork,96041,"40.547857, -123.187265",40.547857,-123.187265,Female,No,No,No,7,Yes,Yes,DSL,No,No,No
5519-NPHVG,1,United States,California,Klamath River,96050,"41.816595, -122.948287",41.816595,-122.94828700000001,Female,No,No,No,12,Yes,Yes,Fiber optic,No,No,No
8849-GYOKR,1,United States,California,Mineral,96063,"40.408796, -121.579609",40.408796,-121.579609,Female,No,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,No
3148-BLQJT,1,United States,California,Montague,96064,"41.759864, -122.379175",41.759864,-122.379175,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service
0461-CVKMU,1,United States,California,Oak Run,96069,"40.689243, -122.037023",40.689243,-122.037023,Female,No,Yes,No,23,Yes,No,Fiber optic,No,Yes,Yes
8806-EAGWC,1,United States,California,Old Station,96071,"40.656287, -121.428965",40.656287,-121.42896499999999,Male,No,No,No,3,Yes,No,DSL,No,No,No
7779-LGOVN,1,United States,California,Paskenta,96074,"39.884395, -122.587513",39.884395,-122.58751299999999,Male,Yes,Yes,No,10,Yes,Yes,Fiber optic,No,No,No
9710-ZUSHQ,1,United States,California,Red Bluff,96080,"40.186772, -122.388361",40.186772,-122.388361,Female,Yes,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,No
4183-WCSEP,1,United States,California,Weaverville,96093,"40.759401, -122.939337",40.759401000000004,-122.93933700000001,Male,No,No,No,31,Yes,No,Fiber optic,No,Yes,No
5498-TXHLF,1,United States,California,Whitmore,96096,"40.637105, -121.906949",40.637105,-121.906949,Female,No,Yes,No,34,Yes,Yes,Fiber optic,No,No,Yes
9722-UJOJR,1,United States,California,Blairsden Graeagle,96103,"39.783747, -120.661032",39.783747,-120.661032,Male,No,Yes,No,29,Yes,No,Fiber optic,No,No,No
3902-FOIGH,1,United States,California,Doyle,96109,"40.012675, -120.101857",40.012675,-120.10185700000001,Male,Yes,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,No
6772-KSATR,1,United States,California,Eagleville,96110,"41.280341, -120.150381",41.280341,-120.15038100000001,Male,No,No,No,1,Yes,Yes,Fiber optic,Yes,No,No
7112-OPOTK,1,United States,California,Fort Bidwell,96112,"41.932207, -120.135941",41.932207,-120.13594099999999,Male,No,No,No,33,Yes,No,Fiber optic,No,No,No
4210-QFJMF,1,United States,California,Lake City,96115,"41.729079, -120.225025",41.729079,-120.225025,Female,No,No,No,4,Yes,No,Fiber optic,No,No,No
3318-OSATS,1,United States,California,Sierra City,96125,"39.600599, -120.636358",39.600599,-120.636358,Male,Yes,No,No,35,Yes,Yes,Fiber optic,No,No,No
5828-AVIPD,1,United States,California,Sierraville,96126,"39.559709, -120.345639",39.559709000000005,-120.34563899999999,Male,No,Yes,No,19,Yes,Yes,Fiber optic,No,No,No
1086-LXKFY,1,United States,California,Westwood,96137,"40.271535, -121.018087",40.271535,-121.01808700000001,Female,No,Yes,No,1,Yes,No,Fiber optic,No,No,No
2636-ALXXZ,1,United States,California,Tahoe Vista,96148,"39.24124, -120.054765",39.241240000000005,-120.05476499999999,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No
7774-OJSXI,1,United States,California,South Lake Tahoe,96150,"38.911577, -120.106169",38.911577,-120.106169,Male,No,No,No,31,Yes,Yes,Fiber optic,No,Yes,Yes
7786-WBJYI,1,United States,California,Truckee,96161,"39.342498, -120.247127",39.342498,-120.247127,Female,No,No,No,4,Yes,Yes,Fiber optic,No,Yes,No
9885-CSMWE,1,United States,California,Los Angeles,90007,"34.027337, -118.28515",34.027337,-118.28515,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No
5016-ETTFF,1,United States,California,Los Angeles,90016,"34.028331, -118.354338",34.028331,-118.35433799999998,Male,No,No,No,10,No,No phone service,DSL,No,No,Yes
3866-MDTUB,1,United States,California,Los Angeles,90017,"34.052842, -118.264495",34.052842,-118.264495,Female,No,No,No,2,Yes,No,DSL,Yes,No,No
8058-JMEQO,1,United States,California,Los Angeles,90020,"34.066367, -118.309868",34.066367,-118.309868,Female,Yes,No,No,9,Yes,Yes,Fiber optic,No,No,No
0697-ZMSWS,1,United States,California,Los Angeles,90023,"34.017697, -118.200577",34.017697,-118.200577,Male,No,No,No,4,Yes,Yes,Fiber optic,No,No,No
7657-DYEPJ,1,United States,California,Los Angeles,90024,"34.066303, -118.435479",34.066303000000005,-118.435479,Male,Yes,No,No,38,Yes,No,DSL,No,Yes,Yes
8276-MQBYC,1,United States,California,Los Angeles,90028,"34.099869, -118.326843",34.099869,-118.326843,Male,Yes,No,No,51,Yes,Yes,Fiber optic,No,No,Yes
7593-XFKDI,1,United States,California,Los Angeles,90031,"34.085807, -118.206617",34.085807,-118.206617,Male,No,No,No,1,Yes,No,DSL,No,No,No
0337-CNPZE,1,United States,California,Los Angeles,90033,"34.050198, -118.210946",34.050197999999995,-118.21094599999999,Female,No,No,No,41,Yes,Yes,Fiber optic,No,Yes,Yes
1513-XNPPH,1,United States,California,Los Angeles,90037,"34.002642, -118.287596",34.002642,-118.287596,Female,No,No,No,12,Yes,No,Fiber optic,No,No,Yes
6015-VVHHE,1,United States,California,Los Angeles,90039,"34.110845, -118.259595",34.110845,-118.25959499999999,Female,Yes,No,No,5,Yes,Yes,Fiber optic,No,No,No
6347-DCUIK,1,United States,California,Los Angeles,90043,"33.988543, -118.334081",33.988543,-118.33408100000001,Male,No,No,No,10,Yes,Yes,Fiber optic,No,No,No
0897-FEGMU,1,United States,California,Los Angeles,90048,"34.072945, -118.37267",34.072945000000004,-118.37267,Female,No,Yes,No,11,Yes,Yes,Fiber optic,No,No,Yes
7663-RGWBC,1,United States,California,Los Angeles,90049,"34.091829, -118.491244",34.091829,-118.491244,Male,No,No,No,1,Yes,No,DSL,No,No,No
1120-BMWUB,1,United States,California,Los Angeles,90056,"33.987945, -118.370442",33.987945,-118.370442,Female,No,No,No,16,Yes,No,DSL,No,Yes,No
9124-LHCJQ,1,United States,California,Los Angeles,90057,"34.061918, -118.277939",34.061918,-118.27793899999999,Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No
2235-ZGKPT,1,United States,California,Los Angeles,90062,"34.003553, -118.308933",34.003553000000004,-118.30893300000001,Female,No,Yes,Yes,4,Yes,Yes,DSL,No,No,No
3891-PUQOD,1,United States,California,Los Angeles,90063,"34.044271, -118.185237",34.044271,-118.18523700000001,Female,No,No,Yes,1,Yes,No,DSL,No,No,Yes
0689-NKYLF,1,United States,California,Los Angeles,90066,"34.002028, -118.430656",34.002028,-118.430656,Male,No,No,No,13,Yes,No,Fiber optic,No,No,Yes
3658-KIBGF,1,United States,California,Los Angeles,90068,"34.137411, -118.328915",34.137411,-118.328915,Female,No,No,No,1,Yes,No,DSL,Yes,Yes,No
5519-YLDGW,1,United States,California,Los Angeles,90071,"34.052917, -118.255178",34.052917,-118.255178,Female,No,Yes,No,21,Yes,Yes,Fiber optic,Yes,No,Yes
4946-EDSEW,1,United States,California,Compton,90221,"33.885811, -118.206459",33.885811,-118.20645900000001,Female,No,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service
2516-VQRRV,1,United States,California,Culver City,90230,"33.993991, -118.39704",33.993990999999994,-118.39703999999999,Female,Yes,No,No,2,Yes,Yes,Fiber optic,No,No,No
7580-UGXNC,1,United States,California,Culver City,90232,"34.019323, -118.391902",34.019323,-118.391902,Female,Yes,No,No,2,Yes,No,DSL,Yes,Yes,No
5178-LMXOP,1,United States,California,Gardena,90248,"33.876482, -118.284077",33.876482,-118.284077,Male,Yes,Yes,No,1,Yes,Yes,Fiber optic,No,No,No
8185-UPYBR,1,United States,California,Hermosa Beach,90254,"33.86532, -118.396336",33.865320000000004,-118.396336,Male,No,Yes,No,6,Yes,Yes,Fiber optic,No,No,No
4585-HETAI,1,United States,California,Huntington Park,90255,"33.97803, -118.217141",33.97803,-118.217141,Female,No,Yes,No,4,Yes,No,Fiber optic,No,No,Yes
7526-BEZQB,1,United States,California,Lawndale,90260,"33.88856, -118.351813",33.88856,-118.35181299999999,Male,No,No,No,12,Yes,Yes,Fiber optic,No,No,No
4951-UKAAQ,1,United States,California,Inglewood,90302,"33.975332, -118.355252",33.975332,-118.35525200000001,Female,No,No,No,4,Yes,Yes,Fiber optic,No,Yes,No
2108-YKQTY,1,United States,California,Santa Monica,90403,"34.031529, -118.491156",34.031529,-118.491156,Female,No,No,No,4,Yes,No,DSL,No,Yes,No
4918-QLLIW,1,United States,California,Santa Monica,90405,"34.005439, -118.477507",34.005439,-118.477507,Male,No,No,No,3,Yes,No,DSL,No,No,No
